ID,底本/出典,データベースID,史料名,記述内容,記述場所,場所（町、寺名、場所データ）,年月日（作成）,年月日（作成）2,年月日（被害）,年月日（被害）3,伝聞/体験,被害種別,緯度経度,座標/レベル,座標に関する備考,備考
1483,『新収日本地震史料』第2巻 別巻,,『岬町文化史年表』,十一月二十三日夜八ッ時（午前一一時）より大地震となり、大津浪あり、波の高さ一丈五尺、宮前村は一二分の一波上り、江場土村一帯に波上り、臼井村、潮音寺、塚通りまで大水となり、田は二尺ほど砂埋まり、作付不能となる。,－,臼井村,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.731900,140.187188",3,千葉県佐倉市臼井付近。,
1484,『新収日本地震史料』第2巻 別巻,,『岬町文化史年表』,十一月二十三日夜八ッ時（午前一一時）より大地震となり、大津浪あり、波の高さ一丈五尺、宮前村は一二分の一波上り、江場土村一帯に波上り、臼井村、潮音寺、塚通りまで大水となり、田は二尺ほど砂埋まり、作付不能となる。,－,臼井村,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（田畑）,"35.731900,140.187188",3,千葉県佐倉市臼井付近。,
1485,『新収日本地震史料』第2巻 別巻,,『岬町文化史年表』,十一月二十三日夜八ッ時（午前一一時）より大地震となり、大津浪あり、波の高さ一丈五尺、宮前村は一二分の一波上り、江場土村一帯に波上り、臼井村、潮音寺、塚通りまで大水となり、田は二尺ほど砂埋まり、作付不能となる。,－,潮音寺,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.761836,140.336598",3,,
1486,『新収日本地震史料』第2巻 別巻,,『岬町文化史年表』,十一月二十三日夜八ッ時（午前一一時）より大地震となり、大津浪あり、波の高さ一丈五尺、宮前村は一二分の一波上り、江場土村一帯に波上り、臼井村、潮音寺、塚通りまで大水となり、田は二尺ほど砂埋まり、作付不能となる。,－,潮音寺,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（田畑）,"35.761836,140.336598",3,,
1487,『新収日本地震史料』第2巻 別巻,,『岬町文化史年表』,十一月二十三日夜八ッ時（午前一一時）より大地震となり、大津浪あり、波の高さ一丈五尺、宮前村は一二分の一波上り、江場土村一帯に波上り、臼井村、潮音寺、塚通りまで大水となり、田は二尺ほど砂埋まり、作付不能となる。,－,塚通り（詳細未詳、便宜的に太東岬におく）,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.305722,140.414532",3,便宜的に太東岬におく。,
1488,『新収日本地震史料』第2巻 別巻,,『岬町文化史年表』,十一月二十三日夜八ッ時（午前一一時）より大地震となり、大津浪あり、波の高さ一丈五尺、宮前村は一二分の一波上り、江場土村一帯に波上り、臼井村、潮音寺、塚通りまで大水となり、田は二尺ほど砂埋まり、作付不能となる。,－,塚通り（詳細未詳、便宜的に太東岬におく）,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（田畑）,"35.305722,140.414532",3,便宜的に太東岬におく。,
1489,『新収日本地震史料』第2巻 別巻,,『岬町文化史年表』,飯縄寺（和泉）は、往古、大東岬の上にあったが、この津浪の害を受けて、現在地に移築した。,－,飯縄寺（便宜的に太東岬におく）,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.305722,140.414532",3,便宜的に太東岬におく。,
1490,『新収日本地震史料』第2巻 別巻,,『岬町文化史年表』,太東岬は往昔、現在より面積が広くよほど海上に突き出ていたと伝えられている。（約二里ほど海上に出ていたという。和泉の地名が伊豆見て、大島が見えたから、この地名が生じたという説がある。）岬の上には平和な村があったという。ところがこの大津浪でこの村は大きな被害を受け、村民のすべては他へ移転した。避難先は荻原村（夷隅町）といわれている。（荻原村は沖原村で太東岬の上の村が沖原村で、後に荻原村になったという説がある。）,－,大東岬　,－,－,1703/12/31,元禄16/11/23,伝聞,地変,"35.305722,140.414532",3,,
1491,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,この夜大地震にて郭内石垣所々くづれ櫓多門あまたたをれ、諸大名はじめ士庶の家数をつくして転倒す,－,江戸城下,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,体験,建物被害,"35.043221,139.840103",2,便宜的に皇居に置く。,
1492,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,相模安房上総のあたりは海水わきあがり人家類崩し火もえ出て人畜命を失ふもの数ふるにいとまあらず,－,相模,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.446388,139.390839",1,便宜的に小田原城跡に置く。,
1493,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,相模安房上総のあたりは海水わきあがり人家類崩し火もえ出て人畜命を失ふもの数ふるにいとまあらず,－,相模,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.446388,139.390839",1,便宜的に小田原城跡に置く。,
1494,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,相模安房上総のあたりは海水わきあがり人家類崩し火もえ出て人畜命を失ふもの数ふるにいとまあらず,－,相模,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.446388,139.390839",1,便宜的に小田原城跡に置く。,
1495,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,相模安房上総のあたりは海水わきあがり人家類崩し火もえ出て人畜命を失ふもの数ふるにいとまあらず,－,相模,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.446388,139.390839",1,便宜的に小田原城跡に置く。,
1496,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,相模安房上総のあたりは海水わきあがり人家類崩し火もえ出て人畜命を失ふもの数ふるにいとまあらず,－,相模,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,その他被害（牛馬ほか）,"35.446388,139.390839",1,便宜的に小田原城跡に置く。,
1497,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,相模安房上総のあたりは海水わきあがり人家類崩し火もえ出て人畜命を失ふもの数ふるにいとまあらず,－,安房,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.043221,139.840103",1,便宜的に南房総市役所に置く。,
1498,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,相模安房上総のあたりは海水わきあがり人家類崩し火もえ出て人畜命を失ふもの数ふるにいとまあらず,－,安房,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.043221,139.840103",1,便宜的に南房総市役所に置く。,
1499,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,相模安房上総のあたりは海水わきあがり人家類崩し火もえ出て人畜命を失ふもの数ふるにいとまあらず,－,安房,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.043221,139.840103",1,便宜的に南房総市役所に置く。,
1500,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,相模安房上総のあたりは海水わきあがり人家類崩し火もえ出て人畜命を失ふもの数ふるにいとまあらず,－,安房,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.043221,139.840103",1,便宜的に南房総市役所に置く。,
1501,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,相模安房上総のあたりは海水わきあがり人家類崩し火もえ出て人畜命を失ふもの数ふるにいとまあらず,－,安房,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,その他被害（牛馬ほか）,"35.043221,139.840103",1,便宜的に南房総市役所に置く。,
1502,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,相模安房上総のあたりは海水わきあがり人家類崩し火もえ出て人畜命を失ふもの数ふるにいとまあらず,－,上総,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.498055,140.115555",1,便宜的に市原市役所に置く。,
1503,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,相模安房上総のあたりは海水わきあがり人家類崩し火もえ出て人畜命を失ふもの数ふるにいとまあらず,－,上総,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.498055,140.115555",1,便宜的に市原市役所に置く。,
1504,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,相模安房上総のあたりは海水わきあがり人家類崩し火もえ出て人畜命を失ふもの数ふるにいとまあらず,－,上総,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.498055,140.115555",1,便宜的に市原市役所に置く。,
1505,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,相模安房上総のあたりは海水わきあがり人家類崩し火もえ出て人畜命を失ふもの数ふるにいとまあらず,－,上総,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.498055,140.115555",1,便宜的に市原市役所に置く。,
1506,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,相模安房上総のあたりは海水わきあがり人家類崩し火もえ出て人畜命を失ふもの数ふるにいとまあらず,－,上総,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,その他被害（牛馬ほか）,"35.498055,140.115555",1,便宜的に市原市役所に置く。,
1507,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,甲府邸これがために長屋倒れ火もえ出しかば増火消を命ぜられる,－,甲府殿,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.673889,139.756195",3,甲府藩上屋敷ヵ。便宜的に日比谷公園に置く。,
1508,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,甲府邸これがために長屋倒れ火もえ出しかば増火消を命ぜられる,－,甲府殿,1703/12/31,元禄16/11/23,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.673889,139.756195",3,甲府藩上屋敷ヵ。便宜的に日比谷公園に置く。,
1509,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,大久保隠岐守忠増小田原の居城地虚にて大破しげれぼ就封のいとま給ふとあり,－,小田原城,1704/1/5,元禄16/11/28,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.251334,139.154094",3,便宜的に小田原城跡に置く。,
1510,『新収日本地震史料』第2巻 別巻,,「徳川実紀巻四十八」（『租説勝浦史』）,又さりし十一月大地震の後、この頃にいたり毎日数十度の地震あり、猶やまずとぞ,－,江戸城下,1704/2/4,元禄16/12/29,1704/2/4,元禄16/12/29,体験,余震,"35.043221,139.840103",2,便宜的に皇居に置く。,
1511,『新収日本地震史料』第2巻 別巻,,「上総国誌稿」（『租説勝浦史』）,御宿西明寺元禄中海嘯のため諸堂大破す,－,西明寺,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.559078,140.445195",3,西明寺遺跡（千葉県山武郡九十九里町作田）に置く。,
1512,『新収日本地震史料』第2巻 別巻,,「上総国誌稿」（『租説勝浦史』）,御宿西明寺元禄中海嘯のため諸堂大破す,－,西明寺,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.559078,140.445195",3,西明寺遺跡（千葉県山武郡九十九里町作田）に置く。,
1513,『新収日本地震史料』第2巻 別巻,,「房総志料」（『租説勝浦史』）,〔夷隅川上流中倉ては〕山崩れで谿を塞き水堪えて淵となる,－,中倉（夷隅川上流）,－,－,1703/12/31,元禄16/11/23,伝聞,山崩,"35.207741,140.278083",3,千葉県勝浦市中倉付近。,
1514,『新収日本地震史料』第2巻 別巻,,「正野村香取神社棟裏肘木」『上野村誌』（『租説勝浦史』）,元禄…不明：大地震大津波上総下総安房相模四ヶ国ニ入り,－,上総,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.498055,140.115555",1,便宜的に市原市役所に置く。,
1515,『新収日本地震史料』第2巻 別巻,,「正野村香取神社棟裏肘木」『上野村誌』（『租説勝浦史』）,元禄…不明：大地震大津波上総下総安房相模四ヶ国ニ入り,－,下総,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.721857,139.931067",1,便宜的に市川市役所に置く。,
1516,『新収日本地震史料』第2巻 別巻,,「正野村香取神社棟裏肘木」『上野村誌』（『租説勝浦史』）,元禄…不明：大地震大津波上総下総安房相模四ヶ国ニ入り,－,安房,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.043221,139.840103",1,便宜的に南房総市役所に置く。,
1517,『新収日本地震史料』第2巻 別巻,,「正野村香取神社棟裏肘木」『上野村誌』（『租説勝浦史』）,元禄…不明：大地震大津波上総下総安房相模四ヶ国ニ入り,－,相模,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.446388,139.390839",1,便宜的に小田原城跡に置く。,
1518,『新収日本地震史料』第2巻 別巻,,「正野村香取神社棟裏肘木」『上野村誌』（『租説勝浦史』）,海辺房州洲ノ崎ヨリ九十九里マデ男女…不明…牛馬不知数,－,洲崎　,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"34.973593,139.759709",3,代表点を洲崎（千葉県館山市洲崎付近。）に置く。,
1519,『新収日本地震史料』第2巻 別巻,,「正野村香取神社棟裏肘木」『上野村誌』（『租説勝浦史』）,海辺房州洲ノ崎ヨリ九十九里マデ男女…不明…牛馬不知数,－,洲崎　,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（牛馬）,"34.973593,139.759709",3,代表点を洲崎（千葉県館山市洲崎付近。）に置く。,
1520,『新収日本地震史料』第2巻 別巻,,「正野村香取神社棟裏肘木」『上野村誌』（『租説勝浦史』）,房州七浦二十町程陸地ニ成ル飽ナド大分上ル大ナル材木ニテ造リ家寺社共不残禿ル、,－,七浦村,－,－,1703/12/31,元禄16/11/23,伝聞,地変,"34.933142,139.953793",3,千葉県南房総市千倉町千田、七浦港付近。,
1521,『新収日本地震史料』第2巻 別巻,,「正野村香取神社棟裏肘木」『上野村誌』（『租説勝浦史』）,房州七浦二十町程陸地ニ成ル飽ナド大分上ル大ナル材木ニテ造リ家寺社共不残禿ル、,－,七浦村,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"34.933142,139.953793",3,千葉県南房総市千倉町千田、七浦港付近。,
1522,『新収日本地震史料』第2巻 別巻,,「正野村香取神社棟裏肘木」『上野村誌』（『租説勝浦史』）,其時江戸モ大地震大火事、男女二十万人死ス,－,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,火災被害,"35.043221,139.840103",1,便宜的に皇居に置く。,
1523,『新収日本地震史料』第2巻 別巻,,「正野村香取神社棟裏肘木」『上野村誌』（『租説勝浦史』）,其時江戸モ大地震大火事、男女二十万人死ス,－,江戸,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.043221,139.840103",1,便宜的に皇居に置く。,
1524,『新収日本地震史料』第2巻 別巻,,『北行日記』（日本庶民生活史料集成）,元禄十六年十一月廿六日大地震にて此所三四丁干潟となる、其時より里見の頃とは地大に変ぜり,－,館山城周辺ヵ（里見城山）,－,寛政2,1703/12/31,元禄16/11/23,伝聞,地変,"34.981522,139.855646",3,館山城跡。,
1525,『新収日本地震史料』第2巻 別巻,,『北行日記』（日本庶民生活史料集成）,洲ノ崎より此辺浦々、西南の方に当りて晴れたる日には大島を始め七島皆ナ見ゆるといふ、八丈島のみ見へ難しとそ。夜中浜へ出でゝ納涼しけるに、船の者共是れへ入らせ玉へといへる故あるじと共に船に入る、海水にて炊きたる飯食はせ玉へとて船頭か振舞ふ事あり。此所岩のさし出でたる事凡そ四五丁、此間へ二百石斗迄の船は入る、新湊と号す、是れも元禄年中大地震以来と聞へし,－,洲ノ崎周辺ヵ,－,寛政2,1703/12/31,元禄16/11/23,伝聞,地変,"34.973593,139.759709",3,代表点を洲崎（千葉県館山市洲崎付近。）に置く。,
1526,『新収日本地震史料』第2巻 別巻,,「渡辺家文書」（『鋸南町史』）,「田地のみでも字苗代町中田十一筆二反六畝余の内八筆字仏崎下田一筆欠壊、他もほとんど押流された」（『鋸南町史』）,－,苗代町,－,－,1703/12/31,元禄16/11/23,体験ヵ,津浪被害,"35.126508,139.836527",3,千葉県鋸南町吉浜付近。「Ⅱ房総半島関係」『新収～第2巻別巻』写真1参照（178頁）,
1527,『新収日本地震史料』第2巻 別巻,,「渡辺家文書」（『鋸南町史』）,「田地のみでも字苗代町中田十一筆二反六畝余の内八筆字仏崎下田一筆欠壊、他もほとんど押流された」（『鋸南町史』）,－,苗代町,－,－,1703/12/31,元禄16/11/23,体験ヵ,その他被害（田）,"35.126508,139.836527",3,千葉県鋸南町吉浜付近。「Ⅱ房総半島関係」『新収～第2巻別巻』写真1参照（178頁）,
1528,『新収日本地震史料』第2巻 別巻,,「渡辺家文書」（『鋸南町史』）,「田地のみでも字苗代町中田十一筆二反六畝余の内八筆字仏崎下田一筆欠壊、他もほとんど押流された」（『鋸南町史』）,－,仏崎,－,－,1703/12/31,元禄16/11/23,体験ヵ,津浪被害,"35.126279,139.836377",3,千葉県鋸南町吉浜付近。「Ⅱ房総半島関係」『新収～第2巻別巻』図1参照（208頁）,
1529,『新収日本地震史料』第2巻 別巻,,「渡辺家文書」（『鋸南町史』）,「田地のみでも字苗代町中田十一筆二反六畝余の内八筆字仏崎下田一筆欠壊、他もほとんど押流された」（『鋸南町史』）,－,仏崎,－,－,1703/12/31,元禄16/11/23,体験ヵ,その他被害（田）,"35.126279,139.836377",3,千葉県鋸南町吉浜付近。「Ⅱ房総半島関係」『新収～第2巻別巻』図1参照（208頁）,
1530,『新収日本地震史料』第2巻 別巻,,「宝永七年裁許絵図面」（『鋸南町史』）,「又大帷子通称『ノメラのハナ』を中心として、吉浜・大帷子・本郷各村を通じ宅地を含めて大約三町歩余の芝地、畑地が流失し、元名根本海岸では一町余歩の耕地が欠壊流失したもののようである。（宝永七年裁許絵図面）」（『鋸南町史』）,－,吉浜,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.129745,139.841130",3,現、千葉県安房郡鋸南町吉浜。,
1531,『新収日本地震史料』第2巻 別巻,,「宝永七年裁許絵図面」（『鋸南町史』）,「又大帷子通称『ノメラのハナ』を中心として、吉浜・大帷子・本郷各村を通じ宅地を含めて大約三町歩余の芝地、畑地が流失し、元名根本海岸では一町余歩の耕地が欠壊流失したもののようである。（宝永七年裁許絵図面）」（『鋸南町史』）,－,吉浜,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（田畑）,"35.129745,139.841130",3,現、千葉県安房郡鋸南町吉浜。,
1532,『新収日本地震史料』第2巻 別巻,,「宝永七年裁許絵図面」（『鋸南町史』）,「又大帷子通称『ノメラのハナ』を中心として、吉浜・大帷子・本郷各村を通じ宅地を含めて大約三町歩余の芝地、畑地が流失し、元名根本海岸では一町余歩の耕地が欠壊流失したもののようである。（宝永七年裁許絵図面）」（『鋸南町史』）,－,大帷子,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.144635,139.866289",3,千葉県安房郡鋸南町大帷子付近。,
1533,『新収日本地震史料』第2巻 別巻,,「宝永七年裁許絵図面」（『鋸南町史』）,「又大帷子通称『ノメラのハナ』を中心として、吉浜・大帷子・本郷各村を通じ宅地を含めて大約三町歩余の芝地、畑地が流失し、元名根本海岸では一町余歩の耕地が欠壊流失したもののようである。（宝永七年裁許絵図面）」（『鋸南町史』）,－,大帷子,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（田畑）,"35.144635,139.866289",3,千葉県安房郡鋸南町大帷子付近。,
1534,『新収日本地震史料』第2巻 別巻,,「宝永七年裁許絵図面」（『鋸南町史』）,「又大帷子通称『ノメラのハナ』を中心として、吉浜・大帷子・本郷各村を通じ宅地を含めて大約三町歩余の芝地、畑地が流失し、元名根本海岸では一町余歩の耕地が欠壊流失したもののようである。（宝永七年裁許絵図面）」（『鋸南町史』）,－,本郷,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.141818,139.838984",3,現、千葉県安房郡鋸南町保田（本郷浜）。,
1535,『新収日本地震史料』第2巻 別巻,,「宝永七年裁許絵図面」（『鋸南町史』）,「又大帷子通称『ノメラのハナ』を中心として、吉浜・大帷子・本郷各村を通じ宅地を含めて大約三町歩余の芝地、畑地が流失し、元名根本海岸では一町余歩の耕地が欠壊流失したもののようである。（宝永七年裁許絵図面）」（『鋸南町史』）,－,本郷,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（田畑）,"35.141818,139.838984",3,現、千葉県安房郡鋸南町保田（本郷浜）。,
1536,『新収日本地震史料』第2巻 別巻,,「宝永七年裁許絵図面」（『鋸南町史』）,「又大帷子通称『ノメラのハナ』を中心として、吉浜・大帷子・本郷各村を通じ宅地を含めて大約三町歩余の芝地、畑地が流失し、元名根本海岸では一町余歩の耕地が欠壊流失したもののようである。（宝永七年裁許絵図面）」（『鋸南町史』）,－,元名,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.147424,139.834446",3,千葉県安房郡鋸南町元名付近。,
1537,『新収日本地震史料』第2巻 別巻,,「宝永七年裁許絵図面」（『鋸南町史』）,「又大帷子通称『ノメラのハナ』を中心として、吉浜・大帷子・本郷各村を通じ宅地を含めて大約三町歩余の芝地、畑地が流失し、元名根本海岸では一町余歩の耕地が欠壊流失したもののようである。（宝永七年裁許絵図面）」（『鋸南町史』）,－,元名,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（田畑）,"35.147424,139.834446",3,千葉県安房郡鋸南町元名付近。,
1538,『新収日本地震史料』第2巻 別巻,,「宝永七年裁許絵図面」（『鋸南町史』）,「又大帷子通称『ノメラのハナ』を中心として、吉浜・大帷子・本郷各村を通じ宅地を含めて大約三町歩余の芝地、畑地が流失し、元名根本海岸では一町余歩の耕地が欠壊流失したもののようである。（宝永七年裁許絵図面）」（『鋸南町史』）,－,根本,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.150706,139.831281",3,千葉県安房郡鋸南町元名付近。,
1539,『新収日本地震史料』第2巻 別巻,,「宝永七年裁許絵図面」（『鋸南町史』）,「又大帷子通称『ノメラのハナ』を中心として、吉浜・大帷子・本郷各村を通じ宅地を含めて大約三町歩余の芝地、畑地が流失し、元名根本海岸では一町余歩の耕地が欠壊流失したもののようである。（宝永七年裁許絵図面）」（『鋸南町史』）,－,根本,－,－,1703/12/31,元禄16/11/23,伝聞,その他被害（田畑）,"35.150706,139.831281",3,千葉県安房郡鋸南町元名付近。,
1540,『新収日本地震史料』第2巻 別巻,,『鋸南町史』,勝山では浮島の岩角崩壊、陥没もあり、仁浜地先では海が近く危険となり、加知山神社移転の端緒となった。,－,勝山,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.111238,139.827794",3,千葉県安房郡鋸南町勝山付近。,
1541,『新収日本地震史料』第2巻 別巻,,『鋸南町史』,勝山では浮島の岩角崩壊、陥没もあり、仁浜地先では海が近く危険となり、加知山神社移転の端緒となった。,－,勝山,－,－,1703/12/31,元禄16/11/23,伝聞,地変,"35.111238,139.827794",3,千葉県安房郡鋸南町勝山付近。,
1542,『新収日本地震史料』第2巻 別巻,,『鋸南町史』,勝山では浮島の岩角崩壊、陥没もあり、仁浜地先では海が近く危険となり、加知山神社移転の端緒となった。,－,仁浜,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.111238,139.827794",3,便宜的に千葉県安房郡鋸南町勝山付近。におく。,
1543,『新収日本地震史料』第2巻 別巻,,『鋸南町史』,勝山では浮島の岩角崩壊、陥没もあり、仁浜地先では海が近く危険となり、加知山神社移転の端緒となった。,－,仁浜,－,－,1703/12/31,元禄16/11/23,伝聞,地変,"35.111238,139.827794",3,便宜的に千葉県安房郡鋸南町勝山付近。におく。,
1544,『新収日本地震史料』第2巻 別巻,,『鋸南町史』,勝山では浮島の岩角崩壊、陥没もあり、仁浜地先では海が近く危険となり、加知山神社移転の端緒となった。,－,加知山神社,－,－,1703/12/31,元禄16/11/23,伝聞,津浪被害,"35.111238,139.827794",3,便宜的に千葉県安房郡鋸南町勝山付近。におく。,
1545,『新収日本地震史料』第2巻 別巻,,『鋸南町史』,勝山では浮島の岩角崩壊、陥没もあり、仁浜地先では海が近く危険となり、加知山神社移転の端緒となった。,－,加知山神社,－,－,1703/12/31,元禄16/11/23,伝聞,地変,"35.111238,139.827794",3,便宜的に千葉県安房郡鋸南町勝山付近。におく。,
1546,『新収日本地震史料』第2巻 別巻,,「高崎文書（高崎部落名主の記録）」（『鋸南町史』）,保田の、浜名主も死亡し、勝山、醍醐氏の子息も、乳母と共に溺死、前記、高崎文書は、「十日、十五日の内は、海辺死人数多海からより、昼夜犬共、かふべ、手足をくひちぎり、門戸口迄もくわへあるき、おそろ敷て、浜へも不被出、中々見るも思ひ也」と、惨状を記している。,－,保田,－,－,1703/12/31,元禄16/11/23,体験,津浪被害,"35.139564,139.837064",3,千葉県安房郡鋸南町保田付近。,
1547,『新収日本地震史料』第2巻 別巻,,「高崎文書（高崎部落名主の記録）」（『鋸南町史』）,保田の、浜名主も死亡し、勝山、醍醐氏の子息も、乳母と共に溺死、前記、高崎文書は、「十日、十五日の内は、海辺死人数多海からより、昼夜犬共、かふべ、手足をくひちぎり、門戸口迄もくわへあるき、おそろ敷て、浜へも不被出、中々見るも思ひ也」と、惨状を記している。,－,保田,－,－,1703/12/31,元禄16/11/23,体験,人的被害,"35.139564,139.837064",3,千葉県安房郡鋸南町保田付近。,
1548,『新収日本地震史料』第2巻 別巻,,「高崎文書（高崎部落名主の記録）」（『鋸南町史』）,保田の、浜名主も死亡し、勝山、醍醐氏の子息も、乳母と共に溺死、前記、高崎文書は、「十日、十五日の内は、海辺死人数多海からより、昼夜犬共、かふべ、手足をくひちぎり、門戸口迄もくわへあるき、おそろ敷て、浜へも不被出、中々見るも思ひ也」と、惨状を記している。,－,勝山,－,－,1703/12/31,元禄16/11/23,体験,津浪被害,"35.111238,139.827794",3,千葉県安房郡鋸南町勝山付近。,
1549,『新収日本地震史料』第2巻 別巻,,「高崎文書（高崎部落名主の記録）」（『鋸南町史』）,保田の、浜名主も死亡し、勝山、醍醐氏の子息も、乳母と共に溺死、前記、高崎文書は、「十日、十五日の内は、海辺死人数多海からより、昼夜犬共、かふべ、手足をくひちぎり、門戸口迄もくわへあるき、おそろ敷て、浜へも不被出、中々見るも思ひ也」と、惨状を記している。,－,勝山,－,－,1703/12/31,元禄16/11/23,体験,人的被害,"35.111238,139.827794",3,千葉県安房郡鋸南町勝山付近。,
1550,『新収日本地震史料』第2巻 別巻,,『佐倉古今真佐子』,扠天守下水堀のはたを東の方へ行は畠有る所へ出る。左の方やふ木立なり。あかす門二階門にて有之。是は篭城の節の落口也。かわらぶき、しやちほこ付、一切不明〆切、番人なし。先年の大ちしんの節此門のしんきねちれたる、直て不直さる也。,－,佐倉城,－,－,1703/12/31,元禄16/11/23,体験,建物被害,"35.722388,140.216027",3,佐倉城跡。,
1551,『新収日本地震史料』第2巻 別巻,,『佐倉古今真佐子』,十二月末迄夜昼たへずゆりたるよし承る、十二月末に相止む、それより後ぢしんのゆる節きし一切不合也。,－,佐倉,－,元禄16/12末,1704/2初,元禄16/12末,体験,余震,"35.723486,140.223978",3,便宜的に佐倉市役所に置く。,
